sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
883779813_Pg360_24.fsa,Pg360,TNW_03,TNW,329,0.8899779955991198,0.012402480496099221,0.009801960392078417,0.01640328065613123,0.0602120424084817,0.011202240448089616
883779813_Pg361_01.fsa,Pg361,TNW_02,TNW,330,0.007401480296059211,0.033006601320264055,0.007601520304060813,0.5975195039007802,0.133626725345069,0.22084416883376679
883779813_Pg361_02.fsa,Pg361,TNW_02,TNW,331,0.0027988804478208716,0.06177528988404638,0.0619752099160336,0.6737305077968814,0.0027988804478208716,0.19692123150739707
883779813_Pg361_03.fsa,Pg361,TNW_02,TNW,332,0.007803121248499399,0.027210884353741506,0.006402561024409764,0.6782713085234093,0.06762705082032813,0.21268507402961181
883779813_Pg361_04.fsa,Pg361,TNW_02,TNW,333,0.002399520095980804,0.03679264147170566,0.010397920415916818,0.7310537892421517,0.005598880223955208,0.21375724855028988
883779813_Pg361_05.fsa,Pg361,TNW_02,TNW,334,0.0034006801360272057,0.004400880176035207,0.004000800160032007,0.6993398679735947,0.08581716343268654,0.2030406081216243
883779813_Pg361_06.fsa,Pg361,TNW_02,TNW,335,0.004598160735705719,0.0033986405437824874,0.005797680927628949,0.7347061175529789,0.044182327069172335,0.20731707317073167
883779813_Pg361_07.fsa,Pg361,TNW_02,TNW,336,0.003000600120024005,0.005601120224044809,0.009801960392078417,0.6167233446689337,0.1624324864972995,0.20244048809761953
883779813_Pg361_08.fsa,Pg361,TNW_02,TNW,337,0.0036014405762304917,0.005202080832332933,0.011404561824729893,0.6534613845538215,0.12324929971988795,0.20308123249299717
883779813_Pg361_09.fsa,Pg361,TNW_02,TNW,338,0.002399520095980804,0.027194561087782447,0.024195160967806443,0.717256548690262,0.02459508098380324,0.20435912817436513
883779813_Pg362_01.fsa,Pg362,TNW_01,TNW,339,0.0014002800560112022,0.0034006801360272057,0.004800960192038408,0.7879575915183037,0.002400480096019204,0.20004000800160032
883779813_Pg362_02.fsa,Pg362,TNW_01,TNW,340,0.0016003200640128026,0.0014002800560112022,0.004000800160032007,0.757751550310062,0.03640728145629126,0.1988397679535907
883779813_Pg362_03.fsa,Pg362,TNW_01,TNW,341,0.0014,0.003,0.0038,0.7896,0.0022,0.2
883779813_Pg362_04.fsa,Pg362,TNW_01,TNW,342,0.001999600079984003,9.998000399920016e-4,0.0013997200559888023,0.7936412717456508,0.002999400119976005,0.19896020795840832
883779813_Pg362_05.fsa,Pg362,TNW_01,TNW,343,0.002,0.001,0.0036000000000000003,0.7853999999999999,0.008799999999999999,0.1992
883779813_Pg362_06.fsa,Pg362,TNW_01,TNW,344,0.0020008003201280513,0.0010004001600640256,0.0018007202881152463,0.7931172468987595,0.0028011204481792717,0.1992797118847539
883779813_Pg362_07.fsa,Pg362,TNW_01,TNW,345,0.0010006003602161296,0.0010006003602161296,0.0010006003602161296,0.7962777666599961,0.0010006003602161296,0.19971983189913947
883779813_Pg362_08.fsa,Pg362,TNW_01,TNW,346,0.001998800719568259,0.0013991605036977812,0.002598440935438736,0.6901858884669199,0.10793523885668599,0.19588247051768937
883779813_Pg362_09.fsa,Pg362,TNW_01,TNW,347,0.001801441152922338,0.0014011208967173738,0.0014011208967173738,0.7924339471577262,0.003602882305844676,0.19935948759007202
883779813_Pg362_10.fsa,Pg362,TNW_01,TNW,348,0.0020012007204322593,0.0010006003602161296,0.0010006003602161296,0.7938763257954773,0.0028016810086051633,0.19931959175505304
883779813_Pg362_11.fsa,Pg362,TNW_01,TNW,349,0.001600640256102441,0.0014005602240896359,0.0014005602240896359,0.7907162865146059,0.0056022408963585435,0.1992797118847539
883779813_Pg362_12.fsa,Pg362,TNW_01,TNW,350,0.00100080064051241,0.00100080064051241,0.00100080064051241,0.7958366693354684,0.001401120896717374,0.19975980784627703
883779813_Pg362_13.fsa,Pg362,TNW_01,TNW,351,0.0020008003201280513,0.0010004001600640256,0.0014005602240896359,0.7933173269307723,0.0034013605442176874,0.19887955182072828
883779813_Pg362_14.fsa,Pg362,TNW_01,TNW,352,0.0017996400719856027,0.003399320135972805,0.002199560087982403,0.7874425114977004,0.005198960207958407,0.1999600079984003
