sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
883779813_Pg352_14.fsa,Pg352,KY_05,KY,140,0.001200960768614892,0.00200160128102482,0.9909927942353883,0.0026020816653322663,0.00100080064051241,0.002201761409127302
883779813_Pg352_15.fsa,Pg352,KY_05,KY,141,0.0010002000400080016,0.002000400080016003,0.9905981196239249,0.0014002800560112022,0.0022004400880176037,0.002800560112022404
883779813_Pg352_16.fsa,Pg352,KY_05,KY,142,0.0020012007204322593,0.0036021612967780674,0.9793876325795478,0.0026015609365619375,0.00980588353011807,0.0026015609365619375
883779813_Pg352_17.fsa,Pg352,KY_05,KY,143,0.0035985605757696926,0.004798080767692924,0.9614154338264694,0.01999200319872051,0.003998400639744102,0.006197520991603359
883779813_Pg352_18.fsa,Pg352,KY_05,KY,144,0.0021999999999999997,0.0027999999999999995,0.9865999999999999,0.0032,0.0022,0.003
883779813_Pg352_19.fsa,Pg352,KY_05,KY,145,0.0010002000400080016,0.003000600120024005,0.9877975595119024,0.002000400080016003,0.002000400080016003,0.004200840168033608
883779813_Pg352_20.fsa,Pg352,KY_05,KY,146,0.0010004001600640256,0.0048019207683073235,0.9787915166066427,0.0014005602240896359,0.006402561024409764,0.007603041216486596
883779813_Pg352_21.fsa,Pg352,KY_05,KY,147,0.0028005601120224045,0.0034006801360272052,0.9873974794958993,0.0012002400480096021,0.0024004800960192043,0.002800560112022404
883779813_Pg352_22.fsa,Pg352,KY_05,KY,148,0.0010004001600640256,0.0024009603841536617,0.9909963985594238,0.0012004801920768309,0.001800720288115246,0.002601040416166467
883779813_Pg352_23.fsa,Pg352,KY_05,KY,149,0.0010004001600640254,0.0026010404161664665,0.9911964785914366,0.0010004001600640254,0.001800720288115246,0.0024009603841536613
883779813_Pg352_24.fsa,Pg352,KY_05,KY,150,0.001999600079984003,0.002999400119976005,0.984003199360128,0.003999200159968006,0.0021995600879824036,0.004799040191961608
883779813_Pg353_01.fsa,Pg353,EX_02,EX-S,151,0.0010006003602161296,0.10226135681408846,0.03922353412047228,0.0010006003602161296,0.8359015409245547,0.020612367420452273
883779813_Pg353_02.fsa,Pg353,EX_02,EX-S,152,0.0034020412247348407,0.06523914348609165,0.008405043025815488,0.0036021612967780665,0.9091454872923754,0.010206123674204521
883779813_Pg353_03.fsa,Pg353,EX_02,EX-S,153,0.0026005201040208044,0.7253450690138028,0.010602120424084815,0.003400680136027206,0.25405081016203246,0.004000800160032006
883779813_Pg353_04.fsa,Pg353,EX_02,EX-S,154,0.018603720744148827,0.4566913382676535,0.3726745349069814,0.012002400480096018,0.13522704540908181,0.004800960192038407
883779813_Pg353_05.fsa,Pg353,EX_02,EX-S,155,0.014600000000000002,0.8374,0.025,0.0848,0.0254,0.0128
883779813_Pg353_06.fsa,Pg353,EX_02,EX-S,156,0.0029988004798080768,0.32367053178728505,0.004998000799680128,0.003998400639744102,0.6573370651739304,0.006997201119552179
883779813_Pg353_07.fsa,Pg353,EX_02,EX-S,157,0.002,0.002,0.002,0.0022,0.9898,0.002
883779813_Pg353_08.fsa,Pg353,EX_02,EX-S,158,0.022408963585434174,0.8897559023609444,0.003001200480192077,0.004201680672268908,0.07723089235694279,0.0034013605442176874
883779813_Pg353_09.fsa,Pg353,EX_02,EX-S,159,0.022404480896179232,0.9225845169033806,0.002800560112022404,0.008601720344068814,0.04080816163232646,0.0028005601120224045
883779813_Pg353_10.fsa,Pg353,EX_02,EX-S,160,0.01960392078415683,0.5949189837967593,0.002800560112022404,0.011202240448089616,0.3684736947389478,0.0030006001200240046
883779813_Pg353_11.fsa,Pg353,EX_02,EX-S,161,0.0030024019215372294,0.45716573258606885,0.2177742193755004,0.002802241793434747,0.316453162530024,0.002802241793434747
883779813_Pg353_12.fsa,Pg353,EX_02,EX-S,162,0.0029988004798080768,0.47780887644942027,0.005197920831667334,0.0037984806077568972,0.5035985605757698,0.006597361055577769
883779813_Pg353_13.fsa,Pg353,EX_02,EX-S,163,0.002,0.6204,0.0066,0.0024000000000000002,0.3656,0.003
883779813_Pg353_14.fsa,Pg353,EX_02,EX-S,164,0.0019996000799840036,0.13817236552689466,0.010397920415916822,0.002199560087982404,0.8218356328734253,0.025394921015796847
