sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
883779813_Pg353_19.fsa,Pg353,EX_02,EX-S,169,0.6269253850770155,0.07901580316063213,0.22464492898579716,0.0022004400880176037,0.06721344268853771
883779813_Pg353_20.fsa,Pg353,EX_02,EX-S,170,0.8342,0.023399999999999997,0.11760000000000001,0.0026000000000000003,0.0222
883779813_Pg353_21.fsa,Pg353,EX_02,EX-S,171,0.14331401159304416,0.006995802518488907,0.686588047171697,0.002198680791525085,0.16090345792524482
883779813_Pg353_22.fsa,Pg353,EX_02,EX-S,172,0.10815673730507798,0.09456217512994801,0.5863654538184726,0.02558976409436226,0.18532586965213915
883779813_Pg353_23.fsa,Pg353,EX_02,EX-S,173,0.9722,0.005,0.0126,0.0022,0.007999999999999998
883779813_Pg353_24.fsa,Pg353,EX_02,EX-S,174,0.28514297140571887,0.13937212557488504,0.4355128974205159,0.013597280543891224,0.126374725054989
883779813_Pg354_01.fsa,Pg354,KY_06,KY,175,0.0034006801360272052,0.24444888977795556,0.4104820964192839,0.002000400080016003,0.3396679335867174
883779813_Pg354_02.fsa,Pg354,KY_06,KY,176,0.03219999999999999,0.2612,0.3076,0.004399999999999999,0.3946
883779813_Pg354_10.fsa,Pg354,KY_06,KY,177,0.0030006001200240046,0.2952590518103621,0.5463092618523705,0.0022004400880176037,0.15323064612922585
883779813_Pg354_11.fsa,Pg354,KY_06,KY,178,0.0017996400719856032,0.1895620875824835,0.18256348730253952,0.001999600079984003,0.6240751849630073
883779813_Pg354_12.fsa,Pg354,KY_06,KY,179,0.002600520104020804,0.3730746149229846,0.501500300060012,0.0014002800560112022,0.12142428485697139
883779813_Pg354_13.fsa,Pg354,KY_06,KY,180,0.005401080216043209,0.33326665333066613,0.5277055411082217,0.0026005201040208044,0.13102620524104822
883779813_Pg354_14.fsa,Pg354,KY_06,KY,181,0.002000400080016003,0.23724744948989798,0.1832366473294659,0.002000400080016003,0.575515103020604
883779813_Pg354_15.fsa,Pg354,KY_06,KY,182,0.0029982010793523886,0.30661603038177093,0.4697181690985409,0.0021986807915250852,0.21846891864881077
883779813_Pg354_22.fsa,Pg354,KY_06,KY,183,0.0018000000000000002,0.2492,0.4412000000000001,0.0106,0.2972
883779813_Pg354_23.fsa,Pg354,KY_06,KY,184,0.0025989604158336665,0.3380647740903639,0.5667732906837265,0.004398240703718513,0.08816473410635746
883779813_Pg354_24.fsa,Pg354,KY_06,KY,185,0.011997600479904022,0.27174565086982605,0.5062987402519497,0.0019996000799840036,0.20795840831833634
883779813_Pg355_01.fsa,Pg355,EX_03,EX-S,186,0.9933960376225734,0.0016009605763458072,0.0012007204322593554,0.002801681008605162,0.0010006003602161294
883779813_Pg355_02.fsa,Pg355,EX_03,EX-S,187,0.9916016796640671,0.0027994401119776045,0.001999600079984003,0.001999600079984003,0.0015996800639872027
